ID,name,Geography,History,Mathematics,Literature,Computer Science,Biology,Statistics,Physics,Chemistry,Medicine,Economics,Philosophy,Psychology,Music,Cinema,Television,Sport
Q1031504,2013 UCI World Tour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103157,Kurt Russell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1031683,Candide ou l'optimisme au XXe siècle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1031821,Can-Can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1031994,Canada Gairdner International Award,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1032,Niger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103217,Częstochowa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103219,Pontedera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103244,San Miniato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1032473,El trece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1032540,Canal+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1032779,Canaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10328192,Meet Wally Sparks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1032889,Free Willy 3: The Rescue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033,Nigeria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033016,Halle Berry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103305,Volterra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033108,Candyman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033191,Death Race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10333,Valencia CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033304,Hum Tum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10334090,My Favorite Blonde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103343,Jennifer Connelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033465,The Cannon Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033497,Speed Zone!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103360,Academy Award for Best Director,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033656,Hans Alfredson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033692,Santa Monica College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1033891,martial arts film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1034060,Can't Buy Me Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1034556,Hawthorn Football Club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103474,2001: A Space Odyssey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1034978,The People That Time Forgot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035,Charles Darwin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10350033,Pirates of the Caribbean: Dead Men Tell No Tales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035067,Heisman Trophy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035093,Captain America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035124,"Captain Newman, M.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10354103,probucol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035443,Caravaggio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10354962,Harold Pender Award,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103550,The Velvet Underground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103569,Alien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035745,Cardiff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035752,Shire of Cardinia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035958,Carey Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1036,Uganda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1036131,Dan Snaith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103618,Academy Award for Best Actress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103643,Walter Steinbeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103646,Ron Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103659,Skåne County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103672,Jönköping County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103691,Halland County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1037,Rwanda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103717,Rovaniemi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103725,Hafnarfjörður,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103732,Dalarna County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1037371,How to Succeed in Business Without Really Trying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103774,Ravi Shankar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103784,Donald Sutherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103788,Mervyn LeRoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10379,cardiology,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Q103801,East Prussia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10381565,The Lone Ranger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103835,Peter Debye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10384115,Transcendence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103846,Groucho Marx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1038705,Claudio Amendola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1038714,Japan National Route 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103876,Peter O'Toole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10389,Bandung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103892,Zabrze,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103894,Alec Guinness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1039,São Tomé and Príncipe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10390,John McCain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103916,Academy Award for Best Actor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103917,Steven Soderbergh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10393,Bogor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1039367,Carl Laemmle Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103939,Charlie Sheen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103946,Kiefer Sutherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103949,Buster Keaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103986,Gerhard Dammann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1039891,Galeazzo Benti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103999,Chiari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1040,Karlsruhe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10400,Almería,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104000,Lauren Bacall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1040028,The Singing Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10402,Oberallgäu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104027,Kirk Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104036,Ventspils,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104049,Sidney Poitier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10405,Ostallgäu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10406,Corona Borealis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104061,Steve Buscemi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104067,Eli Wallach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10407,Unión Deportiva Almería,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1040783,Carl Switzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1040798,Rossano Brazzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10408,Unterallgäu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104081,Mickey Rooney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1040908,Mario Brega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104095,Molde Municipality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1041,Senegal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104104,Andre Geim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104109,Mary Pickford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10412,Günzburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1041211,Flavio Bucci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104123,Pulp Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104127,Douglas Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104137,Unforgiven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10414,Augsburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104146,Deborah Kerr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10415,Aichach-Friedberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1041527,Lando Buzzanca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1041634,Giuliana Calandra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1041671,Carleton College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1041689,All or Nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10417,Dillingen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10418,Donau-Ries,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104183,Lillian Gish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10419,Tirschenreuth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104192,Kleinmachnow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1042,Seychelles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10420,Neustadt an der Waldnaab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10421,Amberg-Sulzbach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1042105,Carlo Duse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10423,Schwandorf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104231,Stockholm County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10424,Cham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1042465,Carlo Rustichelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1042623,Roberto Citran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104266,Mel Brooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104285,Occitania,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10429,Regensburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104302,Chorzów,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1043096,liberal conservatism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10431,Hof,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104326,Jean-Michel Jarre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1043283,National Zoological Park,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104340,Harold Lloyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1043527,Multilateral Investment Guarantee Agency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104358,Billie Holiday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10436,Kulmbach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10436033,Bromma city district,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1043614,Taare Zameen Par,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1043659,Carmen Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104372,Doris Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10439,Bayreuth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1043985,Carnegie Medal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044,Sierra Leone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104400,Hamar Municipality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044025,Tina Lattanzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044291,Carolco Pictures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044328,Le Nouvel Obs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044341,Pietro De Vico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10444,Bamberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044427,Primetime Emmy Award,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10445,Forchheim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044598,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044635,Bewitched,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q10447,Erlangen-Höchstadt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044734,Vittorio Duse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1044859,Coco Before Chanel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10449,Nürnberger Land,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1045,Somalia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1045023,Carrie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10451,Roth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104514,Adrien Brody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1045165,Shane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10453,Weißenburg-Gunzenhausen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1045344,The Learning Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1045388,Night Watch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10454,Ansbach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10454329,Steve Mardenborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1045541,G-funk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10456,Neustadt (Aisch)-Bad Windsheim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104568,Hans Leibelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10458,Würzburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1045828,University of East Anglia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104587,Kyjov,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10459,Kitzingen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104604,Wilhelm Bendow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046066,Fueled by Ramen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046088,hall of fame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10461,Schweinfurt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10462,Haßberge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046295,The Princess Diaries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046367,Shandong Taishan F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10465,Rhön-Grabfeld,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10466,Bad Kissingen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104667,Eugen Klöpfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104668,Vitaly Ginzburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10467,FC Barcelona Atlètic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046790,Casanova 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104680,colonel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046812,Sonic the Hedgehog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046841,Vanity Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046883,The King of Fighters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10469,Main-Spessart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1046947,Royal Marines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1047,Jawaharlal Nehru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1047060,Case Western Reserve University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10471,Aschaffenburg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104712,Elbląg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1047199,ImageMagick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10472,Miltenberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104720,Zielona Góra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104725,Płock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1047293,"University of California, Santa Cruz",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104731,Gorzów Wielkopolski,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1047366,Cash Money Records,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10474,Kelheim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104740,Radom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1047410,Walt Disney Animation Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10475,Landshut,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
