head,rel,tail
Q111270010,P495,Q30
Q111270010,P364,Q1860
Q111270010,P162,Q8877
Q111270010,P750,Q126399
Q111270010,P750,Q8016302
Q111270010,P462,Q22006653
Q111270010,P5021,Q4165246
Q116675252,P136,Q157443
Q116675252,P364,Q1860
Q116675252,P495,Q30
Q116675252,P750,Q62446736
Q116675252,P1552,Q27834579
Q116675252,P1552,Q27847754
Q40585,P136,Q11366
Q40585,P740,Q65
Q40585,P495,Q30
Q40585,P264,Q38903
Q211322,P106,Q33999
Q211322,P106,Q2259451
Q211322,P106,Q10800557
Q211322,P106,Q10798782
Q211322,P27,Q145
Q211322,P69,Q523926
Q211322,P166,Q10762848
Q211322,P166,Q2544859
Q211322,P166,Q518675
Q211322,P166,Q548389
Q211322,P1411,Q106291
Q211322,P1411,Q518675
Q211322,P1411,Q989453
Q211322,P1411,Q654620
Q211322,P1411,Q548389
Q211322,P1411,Q103916
Q211322,P1411,Q1260789
Q211322,P1411,Q1967731
Q211322,P1411,Q2544859
Q211322,P1411,Q400007
Q211322,P1411,Q723830
Q211322,P1343,Q67311526
Q211322,P1412,Q1860
Q211322,P20,Q84
Q1116777,P641,Q131359
Q1116777,P166,Q36001
Q108456719,P495,Q30
Q108456719,P495,Q145
Q108456719,P136,Q157443
Q108456719,P136,Q842256
Q108456719,P136,Q319221
Q108456719,P136,Q157394
Q108456719,P364,Q1860
Q108456719,P750,Q126399
Q108456719,P750,Q8016302
Q108456719,P750,Q1097348
Q108456719,P272,Q126399
Q108456719,P915,Q19835
Q108456719,P462,Q22006653
Q108456719,P5021,Q4165246
Q130754,P17,Q252
Q130754,P17,Q833
Q130754,P17,Q869
Q130754,P17,Q836
Q130754,P17,Q902
Q130754,P17,Q668
Q130754,P17,Q854
Q130754,P17,Q826
Q130754,P17,Q1045
Q130754,P17,Q114
Q130754,P17,Q924
Q130754,P17,Q1019
Q130754,P17,Q258
Q130754,P17,Q142
Q130754,P17,Q1027
Q130754,P17,Q1042
Q130754,P17,Q805
Q926963,P106,Q33999
Q926963,P106,Q177220
Q926963,P106,Q488205
Q926963,P106,Q4610556
Q926963,P106,Q10798782
Q926963,P106,Q10800557
Q926963,P27,Q30
Q926963,P1303,Q17172850
Q926963,P1412,Q1860
Q926963,P103,Q1860
Q926963,P6886,Q1860
Q213388,P136,Q37073
Q213388,P495,Q35
Q213388,P264,Q38903
Q109850709,P495,Q29
Q109850709,P136,Q9335577
Q109850709,P136,Q343782
Q109850709,P364,Q1321
Q109850709,P2408,Q6939
Q109850709,P462,Q22006653
Q115564437,P275,Q3238057
Q115564437,P6216,Q50423863
Q115564437,P407,Q20923490
Q115564437,P495,Q30
Q533864,P27,Q29999
Q533864,P20,Q23768
Q533864,P509,Q12202
Q533864,P1196,Q3739104
Q533864,P1412,Q1860
Q533864,P103,Q7411
Q40321,P106,Q245068
Q40321,P106,Q28389
Q40321,P106,Q10798782
Q40321,P106,Q10800557
Q40321,P106,Q1930187
Q40321,P106,Q3282637
Q40321,P106,Q578109
Q40321,P27,Q30
Q40321,P19,Q61
Q40321,P172,Q49085
Q40321,P1343,Q67311526
Q40321,P1412,Q1860
Q40321,P103,Q7976
Q40321,P6886,Q1860
Q40321,P1050,Q84263196
Q406497,P495,Q30
Q406497,P407,Q1860
Q47122,P19,Q2807
Q47122,P136,Q37073
Q47122,P136,Q45981
Q47122,P136,Q484641
Q47122,P1412,Q1321
Q47122,P1412,Q1860
Q47122,P264,Q155152
Q47122,P264,Q231694
Q47122,P103,Q1321
Q47122,P551,Q8652
Q47122,P27,Q29
Q47122,P1303,Q6607
Q47122,P1303,Q5994
Q47122,P1343,Q67311526
Q47122,P6275,Q373087
Q47122,P7763,Q73555012
Q47122,P106,Q488205
Q47122,P106,Q33999
Q47122,P106,Q13235160
Q47122,P106,Q639669
Q47122,P106,Q4610556
Q47122,P106,Q36834
Q47122,P106,Q183945
Q5519998,P495,Q30
Q115053037,P495,Q17
Q115053037,P495,Q30
Q115053037,P364,Q5287
Q115053037,P462,Q22006653
Q115053037,P840,Q17
Q115053037,P136,Q188473
Q115053037,P136,Q471839
Q115053037,P136,Q319221
Q115053037,P136,Q200092
Q115053037,P136,Q130232
Q115053037,P136,Q2484376
Q115053037,P5021,Q4165246
Q115053037,P166,Q393686
Q40572,P106,Q10798782
Q40572,P106,Q2526255
Q40572,P106,Q10800557
Q40572,P106,Q948329
Q40572,P106,Q33999
Q40572,P20,Q11299
Q40572,P166,Q106291
Q40572,P166,Q1062026
Q40572,P166,Q548389
Q40572,P166,Q723830
Q40572,P166,Q1258647
Q40572,P27,Q408
Q40572,P1411,Q103916
Q40572,P1411,Q106291
Q40572,P1412,Q1860
Q40572,P136,Q188473
Q40572,P1343,Q67311526
Q40572,P103,Q1860
Q40572,P1196,Q21142718
Q40572,P937,Q408
Q3042087,P17,Q805
Q3042087,P3461,Q805
Q3042087,P3461,Q851
Q3042087,P3461,Q878
Q3042087,P3461,Q833
Q3042087,P3461,Q30
Q6512064,P27,Q145
Q6512064,P106,Q10349745
Q6512064,P1412,Q1860
Q17,P530,Q183
Q17,P530,Q227
Q17,P530,Q30
Q17,P530,Q142
Q17,P530,Q159
Q17,P530,Q38
Q17,P530,Q155
Q17,P530,Q801
Q17,P530,Q711
Q17,P530,Q408
Q17,P530,Q869
Q17,P530,Q884
Q17,P530,Q145
Q17,P530,Q212
Q17,P530,Q851
Q17,P530,Q858
Q17,P530,Q928
Q17,P530,Q148
Q17,P530,Q794
Q17,P530,Q668
Q17,P530,Q399
Q17,P530,Q244
Q17,P530,Q423
Q17,P530,Q41
Q17,P530,Q902
Q17,P530,Q403
Q17,P530,Q1246
Q17,P530,Q33
Q17,P530,Q917
Q17,P530,Q574
Q17,P530,Q235
Q17,P530,Q29
Q17,P530,Q334
Q17,P530,Q34
Q17,P530,Q419
Q17,P530,Q458
Q17,P530,Q685
Q17,P530,Q881
Q17,P530,Q96
Q17,P530,Q717
Q17,P530,Q77
Q17,P530,Q754
Q17,P530,Q865
Q17,P530,Q854
Q17,P530,Q258
Q17,P530,Q45
Q17,P530,Q733
Q17,P530,Q843
Q17,P530,Q664
Q17,P530,Q55
Q17,P530,Q837
Q17,P530,Q236
Q17,P530,Q833
Q17,P530,Q37
Q17,P530,Q819
Q17,P530,Q889
Q17,P530,Q40
Q17,P530,Q230
Q17,P530,Q79
Q17,P530,Q115
Q17,P530,Q739
Q17,P530,Q424
Q17,P530,Q16
Q17,P530,Q35
Q17,P530,Q222
Q17,P530,Q262
Q17,P530,Q252
Q17,P530,Q769
Q17,P530,Q28
Q17,P530,Q921
Q17,P530,Q15180
Q17,P530,Q233
Q17,P530,Q43
Q17,P530,Q20
Q17,P206,Q98
Q17,P463,Q41550
Q17,P463,Q37143
Q17,P463,Q7825
Q17,P463,Q19771
Q17,P463,Q170481
Q17,P463,Q1065
Q17,P463,Q191384
Q17,P463,Q827525
Q17,P463,Q656801
Q17,P463,Q1043527
Q17,P463,Q899770
Q17,P463,Q340195
Q17,P463,Q7886981
Q17,P463,Q188822
Q17,P463,Q782942
Q17,P463,Q1072120
Q17,P463,Q8475
Q17,P463,Q1480793
Q17,P463,Q842490
Q17,P463,Q233611
Q17,P463,Q826700
Q17,P463,Q7809
Q17,P463,Q5611262
Q17,P463,Q17495
Q17,P463,Q376150
Q17,P463,Q45177
Q17,P463,Q170424
Q17,P463,Q7817
Q17,P463,Q605326
Q17,P5658,Q13196750
Q17,P361,Q27231
Q17,P47,Q159
Q17,P47,Q884
Q17,P47,Q865
Q17,P47,Q148
Q17,P47,Q30
Q17,P47,Q15180
Q17,P47,Q928
Q17,P793,Q362
Q17,P122,Q41614
Q17,P122,Q179164
Q17,P30,Q48
Q17,P1552,Q3174312
Q17,P1343,Q19180675
Q17,P1343,Q602358
Q17,P1343,Q867541
Q17,P1343,Q302556
Q17,P1343,Q15987490
Q17,P1343,Q19077875
Q17,P1343,Q16082057
Q17,P1622,Q13196750
Q17,P37,Q5287
Q17,P2936,Q5287
Q17,P140,Q748
Q17,P140,Q5043
Q17,P17,Q17
Q110393266,P106,Q19204627
Q110393266,P641,Q41323
Q110393266,P27,Q30
Q284636,P27,Q30
Q284636,P106,Q33999
Q284636,P106,Q3282637
Q284636,P106,Q10798782
Q284636,P106,Q10800557
Q284636,P106,Q2405480
Q284636,P106,Q2059704
Q284636,P106,Q2526255
Q284636,P106,Q15077007
Q284636,P166,Q1011547
Q284636,P166,Q17985761
Q284636,P551,Q65
Q284636,P1343,Q67311526
Q284636,P1412,Q1860
Q284636,P103,Q1860
Q284636,P6886,Q1860
Q3176267,P27,Q30
Q3176267,P106,Q947873
Q3176267,P551,Q65
Q181991,P166,Q10762848
Q181991,P19,Q84
Q181991,P27,Q145
Q181991,P106,Q36834
Q181991,P106,Q486748
Q181991,P106,Q947873
Q181991,P1303,Q5994
Q181991,P1412,Q1860
Q181991,P1343,Q67311526
Q489681,P19,Q8684
Q489681,P27,Q884
Q489681,P106,Q33999
Q489681,P106,Q10800557
Q489681,P106,Q2259451
Q489681,P106,Q10798782
Q489681,P1412,Q9176
Q489681,P20,Q8684
Q489681,P1196,Q10737
Q489681,P166,Q268200
Q489681,P103,Q9176
Q1130849,P118,Q9448
Q1130849,P641,Q2736
Q1130849,P17,Q145
Q1130849,P159,Q24826
Q713286,P463,Q47871
Q713286,P27,Q30
Q713286,P106,Q177220
Q713286,P106,Q753110
Q713286,P1303,Q17172850
Q713286,P136,Q11366
Q713286,P264,Q645889
Q713286,P1343,Q67311526
Q713286,P1412,Q1860
Q233268,P106,Q177220
Q233268,P106,Q753110
Q233268,P106,Q55960555
Q233268,P27,Q145
Q233268,P136,Q850412
Q233268,P136,Q37073
Q233268,P136,Q316930
Q233268,P136,Q131272
Q233268,P264,Q190585
Q233268,P264,Q155152
Q233268,P101,Q11895763
Q233268,P412,Q186506
Q233268,P1303,Q17172850
Q233268,P1343,Q67311526
Q233268,P1412,Q1860
Q119853700,P27,Q30
Q119853700,P27,Q212
Q497759,P106,Q855091
Q497759,P106,Q36834
Q497759,P106,Q753110
Q497759,P106,Q183945
Q497759,P106,Q1415090
Q497759,P106,Q177220
Q497759,P27,Q30
Q497759,P19,Q60
Q497759,P1303,Q17172850
Q497759,P1303,Q6607
Q497759,P136,Q37073
Q497759,P136,Q45981
Q497759,P136,Q850412
Q497759,P166,Q179191
Q497759,P1412,Q1860
Q497759,P1344,Q193740
Q497759,P1343,Q67311526
Q497759,P6275,Q891885
Q497759,P7763,Q73555012
Q497759,P101,Q638
Q2634432,P641,Q131471
Q2634432,P6118,Q108
Q96749211,P136,Q132311
Q96749211,P449,Q54958752
Q96749211,P495,Q30
Q96749211,P364,Q1860
Q17069491,P17,Q668
Q109901438,P495,Q30
Q109901438,P364,Q7976
Q109901438,P462,Q22006653
Q109901438,P136,Q343782
Q109901438,P915,Q172
Q1604442,P17,Q30
Q16203796,P27,Q145
Q16203796,P106,Q947873
Q16203796,P106,Q4610556
Q16203796,P106,Q18814623
Q16203796,P106,Q33999
Q16203796,P106,Q36180
Q16203796,P1412,Q1860
Q85800048,P27,Q145
Q85800048,P106,Q18574233
Q85800048,P641,Q131471
Q85800048,P1532,Q21
Q290,P1343,Q2041543
Q290,P1343,Q867541
Q290,P1343,Q602358
Q7492281,P19,Q1297
Q7492281,P27,Q30
Q7492281,P106,Q245068
Q7492281,P106,Q33999
Q7492281,P1412,Q1860
Q7492281,P103,Q1860
Q7492281,P6886,Q1860
Q7492281,P20,Q23768
Q236240,P19,Q84
Q236240,P27,Q145
Q236240,P106,Q177220
Q236240,P106,Q753110
Q236240,P106,Q488205
Q236240,P106,Q55960555
Q236240,P136,Q37073
Q236240,P101,Q11895763
Q236240,P1303,Q17172850
Q236240,P1412,Q1860
Q114901506,P495,Q30
Q114901506,P495,Q145
Q114901506,P136,Q130232
Q114901506,P136,Q645928
Q114901506,P364,Q1860
Q114901506,P921,Q131359
Q114901506,P272,Q16248298
Q114901506,P750,Q16248298
Q114901506,P462,Q22006653
Q114901506,P5021,Q4165246
Q1058395,P17,Q30
Q1058395,P131,Q11299
Q19877770,P106,Q33999
Q19877770,P69,Q49210
Q19877770,P1412,Q1860
Q19877770,P1412,Q150
Q19877770,P1411,Q103916
Q19877770,P1411,Q400007
Q19877770,P1411,Q593098
Q19877770,P1411,Q654620
Q19877770,P1411,Q628637
Q19877770,P166,Q311836
Q19877770,P19,Q11299
Q19877770,P27,Q142
Q19877770,P27,Q30
Q19877770,P103,Q7976
Q19877770,P6886,Q1860
Q19877770,P101,Q222749
Q660106,P463,Q47871
Q660106,P27,Q30
Q660106,P106,Q386854
Q660106,P106,Q753110
Q660106,P1303,Q128309
Q660106,P136,Q11366
Q660106,P264,Q645889
Q660106,P1412,Q1860
Q660106,P1343,Q67311526
Q3293380,P17,Q29
Q124057379,P641,Q41323
Q124057379,P17,Q30
Q3534435,P27,Q668
Q3534435,P106,Q33999
Q3534435,P106,Q82955
Q3534435,P106,Q2526255
Q3534435,P106,Q28389
Q3534435,P1412,Q5885
Q25136249,P495,Q30
Q25136249,P364,Q1860
Q25136249,P136,Q2297927
Q101110072,P17,Q30
Q101110072,P541,Q11696
Q4725343,P106,Q10800557
Q4725343,P106,Q177220
Q4725343,P106,Q4610556
Q4725343,P19,Q668
Q4725343,P27,Q668
Q4725343,P1412,Q1568
Q4725343,P1412,Q1860
Q4725343,P1303,Q17172850
Q4725343,P140,Q9089
Q123499101,P364,Q5885
Q123499101,P495,Q668
Q118405167,P495,Q30
Q118405167,P495,Q408
Q118405167,P364,Q1860
Q118405167,P136,Q860626
Q118405167,P462,Q22006653
Q118405167,P1552,Q27847754
Q118405167,P1552,Q27834579
Q42786,P106,Q2259451
Q42786,P106,Q4610556
Q42786,P106,Q10800557
Q42786,P106,Q12362622
Q42786,P106,Q5716684
Q42786,P106,Q33999
Q42786,P106,Q22336956
Q42786,P166,Q202051
Q42786,P166,Q17144
Q42786,P166,Q1044427
Q42786,P166,Q1631998
Q42786,P166,Q463085
Q42786,P166,Q640353
Q42786,P166,Q103618
Q42786,P166,Q185299
Q42786,P166,Q1131356
Q42786,P166,Q17985761
Q42786,P166,Q56085709
Q42786,P166,Q13452531
Q42786,P166,Q716909
Q42786,P166,Q1011547
Q42786,P166,Q123737
Q42786,P166,Q268200
Q42786,P166,Q41254
Q42786,P1411,Q103618
Q42786,P39,Q19969187
Q42786,P1196,Q3739104
Q42786,P1343,Q67311526
Q42786,P27,Q145
Q42786,P1412,Q1860
Q42786,P1412,Q7411
Q42786,P1412,Q150
Q42786,P108,Q740308
Q42786,P6886,Q1860
Q42786,P103,Q7411
Q42786,P101,Q222749
Q42786,P101,Q115160932
Q42786,P937,Q145
Q55436290,P161,Q16207879
Q55436290,P750,Q126399
Q55436290,P750,Q8016302
Q55436290,P750,Q1097348
Q55436290,P495,Q30
Q55436290,P495,Q145
Q55436290,P364,Q1860
Q55436290,P462,Q22006653
Q55436290,P136,Q860626
Q55436290,P136,Q319221
Q55436290,P136,Q157443
Q55436290,P136,Q1361932
Q55436290,P136,Q157394
Q55436290,P136,Q842256
Q55436290,P136,Q1054574
Q55436290,P915,Q19835
Q55436290,P915,Q65
Q55436290,P437,Q47544021
Q55436290,P1411,Q102427
Q55436290,P5021,Q4165246
Q55436290,P6216,Q50423863
Q219937,P495,Q30
Q946161,P106,Q10349745
Q946161,P27,Q30
Q83410,P106,Q10800557
Q83410,P106,Q36180
Q83410,P106,Q18814623
Q83410,P106,Q2259451
Q83410,P106,Q3282637
Q83410,P106,Q43845
Q83410,P106,Q245068
Q83410,P106,Q33999
Q83410,P27,Q30
Q83410,P27,Q145
Q83410,P509,Q12202
Q83410,P1411,Q103916
Q83410,P1196,Q3739104
Q83410,P166,Q727328
Q83410,P166,Q1738793
Q83410,P166,Q17985761
Q83410,P1412,Q1860
Q83410,P1343,Q67311526
Q83410,P103,Q1860
Q83410,P6886,Q1860
Q83410,P937,Q30
Q43274,P25,Q9682
Q43274,P19,Q42182
Q43274,P166,Q10855226
Q43274,P166,Q13377517
Q43274,P166,Q4710826
Q43274,P166,Q5361043
Q43274,P166,Q976544
Q43274,P166,Q1331130
Q43274,P166,Q93923
Q43274,P166,Q215248
Q43274,P166,Q721030
Q43274,P166,Q950604
Q43274,P53,Q81589
Q43274,P140,Q6423963
Q43274,P27,Q145
Q43274,P1343,Q17290934
Q43274,P1343,Q17311605
Q43274,P106,Q36180
Q43274,P106,Q131524
Q43274,P106,Q1028181
Q43274,P106,Q4853732
Q43274,P106,Q2478141
Q43274,P106,Q82955
Q43274,P106,Q12362622
Q43274,P106,Q3578589
Q43274,P39,Q180729
Q43274,P39,Q28841847
Q43274,P39,Q9134365
Q43274,P39,Q14931511
Q43274,P39,Q14931512
Q43274,P39,Q14931517
Q43274,P1412,Q1860
Q43274,P1412,Q188
Q43274,P1412,Q150
Q43274,P937,Q84
Q43274,P551,Q42182
Q43274,P3373,Q153330
Q43274,P6275,Q71521142
Q43274,P1050,Q84263196
Q43274,P103,Q7979
Q43274,P6886,Q1860
Q43274,P7763,Q73555012
Q43274,P1290,Q280856
Q43274,P1290,Q76927
Q43274,P138,Q280856
Q43274,P3716,Q11573099
Q43274,P1340,Q17122834
Q43274,P172,Q42406
Q43274,P463,Q645968
Q43274,P463,Q123885
Q43274,P97,Q4971429
Q43274,P97,Q180729
Q43274,P97,Q9134365
Q43274,P97,Q14931512
Q43274,P945,Q145
Q11571,P27,Q45
Q11571,P106,Q937857
Q11571,P106,Q4610556
Q11571,P1343,Q17290934
Q11571,P1343,Q17329836
Q11571,P641,Q2736
Q11571,P1412,Q5146
Q11571,P1412,Q1321
Q11571,P1412,Q1860
Q11571,P413,Q280658
Q11571,P551,Q2807
Q11571,P103,Q5146
Q11571,P1532,Q45
Q11571,P118,Q9448
Q11571,P1050,Q84263196
Q11571,P7763,Q73555012
Q27051216,P27,Q30
Q27051216,P106,Q3282637
Q27051216,P106,Q1053574
Q27051216,P106,Q578109
Q27051216,P106,Q43845
Q27051216,P1412,Q1860
Q27051216,P103,Q7976
Q27051216,P6886,Q7976
Q22686,P27,Q30
Q22686,P103,Q1860
Q22686,P19,Q60
Q22686,P106,Q3427922
Q22686,P106,Q82955
Q22686,P106,Q578109
Q22686,P106,Q3282637
Q22686,P106,Q36180
Q22686,P106,Q33999
Q22686,P106,Q43845
Q22686,P106,Q131524
Q22686,P101,Q7163
Q22686,P1412,Q1860
Q22686,P552,Q3039938
Q22686,P166,Q17985761
Q22686,P166,Q207826
Q22686,P166,Q36001
Q22686,P166,Q641316
Q22686,P166,Q604370
Q22686,P166,Q93923
Q22686,P166,Q5449677
Q22686,P551,Q11299
Q22686,P551,Q1384
Q22686,P1343,Q67311526
Q22686,P39,Q11696
Q22686,P39,Q1467287
Q22686,P937,Q60
Q22686,P937,Q61
Q22686,P1411,Q35637
Q22686,P1411,Q641316
Q22686,P463,Q16781948
Q22686,P6886,Q1860
Q22686,P1340,Q17122834
Q22686,P6553,L485
Q22686,P1050,Q84263196
Q22686,P102,Q29468
Q22686,P102,Q29552
Q10738,P106,Q13474373
Q10738,P106,Q10800557
Q10738,P106,Q3282637
Q10738,P106,Q1053574
Q10738,P106,Q19204627
Q10738,P106,Q10798782
Q10738,P106,Q2405480
Q10738,P106,Q43845
Q10738,P106,Q33999
Q10738,P27,Q16
Q10738,P27,Q30
Q10738,P1411,Q734036
Q10738,P1411,Q1062026
Q10738,P1411,Q602299
Q10738,P166,Q17985761
Q10738,P172,Q49085
Q10738,P1412,Q1860
Q10738,P1532,Q30
Q10738,P641,Q41323
Q10738,P641,Q131359
Q10738,P1343,Q67311526
Q10738,P6553,L485
Q10738,P140,Q5043
Q10738,P103,Q7976
Q10738,P1050,Q84263196
Q10738,P2348,Q6927
Q10738,P6886,Q7976
Q2808,P27,Q145
Q2808,P106,Q177220
Q2808,P106,Q36834
Q2808,P106,Q10800557
Q2808,P106,Q486748
Q2808,P106,Q55960555
Q2808,P106,Q639669
Q2808,P106,Q822146
Q2808,P166,Q13452524
Q2808,P166,Q12201477
Q2808,P166,Q1542347
Q2808,P166,Q326482
Q2808,P166,Q179191
Q2808,P166,Q1738793
Q2808,P166,Q1150306
Q2808,P166,Q61669648
Q2808,P166,Q16947520
Q2808,P166,Q112243
Q2808,P166,Q1472235
Q2808,P166,Q17985761
Q2808,P166,Q10855271
Q2808,P166,Q41254
Q2808,P166,Q833163
Q2808,P166,Q14420
Q2808,P166,Q716909
Q2808,P166,Q1011547
Q2808,P412,Q27914
Q2808,P1303,Q5994
Q2808,P1303,Q17172850
Q2808,P136,Q11399
Q2808,P136,Q484641
Q2808,P136,Q76092
Q2808,P136,Q217191
Q2808,P136,Q45981
Q2808,P937,Q60
Q2808,P937,Q30
Q2808,P937,Q21
Q2808,P1853,Q19831453
Q2808,P264,Q190585
Q2808,P264,Q212699
Q2808,P264,Q165745
Q2808,P264,Q654283
Q2808,P1412,Q1860
Q2808,P1344,Q193740
Q2808,P6275,Q7120528
Q2808,P1343,Q67311526
Q2808,P103,Q1860
Q2808,P7763,Q73555012
Q2808,P1411,Q1453643
Q2808,P1411,Q112243
Q2808,P1411,Q1027904
Q2808,P1411,Q428808
Q2808,P97,Q833163
Q2808,P101,Q37073
Q2808,P101,Q11399
Q2808,P101,Q76092
Q2808,P101,Q484641
Q2808,P101,Q373342
Q16207879,P27,Q145
Q16207879,P19,Q84
Q16207879,P106,Q33999
Q16207879,P106,Q10800557
Q16207879,P106,Q2526255
Q16207879,P106,Q28389
Q16207879,P106,Q3282637
Q16207879,P1412,Q1860
Q16207879,P166,Q41417
Q16207879,P101,Q222749
Q16207879,P101,Q932586
Q16207879,P463,Q8038459
Q147077,P27,Q30
Q147077,P106,Q10800557
Q147077,P106,Q10798782
Q147077,P106,Q2259451
Q147077,P106,Q2405480
Q147077,P106,Q33999
Q147077,P106,Q3282637
Q147077,P1411,Q106301
Q147077,P1411,Q103618
Q147077,P1411,Q628637
Q147077,P166,Q1011564
Q147077,P166,Q103618
Q147077,P166,Q687123
Q147077,P166,Q787123
Q147077,P1412,Q1860
Q147077,P1343,Q67311526
Q147077,P551,Q65
Q147077,P103,Q1860
Q147077,P6886,Q1860
Q108913383,P106,Q19204627
Q108913383,P641,Q41323
Q108913383,P27,Q30
Q23365,P106,Q639669
Q23365,P106,Q2259451
Q23365,P106,Q10798782
Q23365,P106,Q10800557
Q23365,P106,Q3282637
Q23365,P27,Q30
Q23365,P1411,Q106291
Q23365,P1411,Q2544859
Q23365,P1411,Q1627408
Q23365,P1411,Q103916
Q23365,P1411,Q1967731
Q23365,P1411,Q922396
Q23365,P1411,Q400007
Q23365,P1411,Q518675
Q23365,P1411,Q654620
Q23365,P1411,Q723830
Q23365,P1411,Q1260789
Q23365,P1412,Q1860
Q23365,P166,Q734036
Q23365,P166,Q1627408
Q23365,P166,Q1967731
Q23365,P166,Q518675
Q23365,P172,Q141817
Q23365,P1343,Q67311526
Q23365,P1303,Q52954
Q2412102,P106,Q42331263
Q2412102,P106,Q19204627
Q2412102,P27,Q30
Q2412102,P641,Q41323
Q2412102,P1532,Q30
Q2412102,P1412,Q1860
Q235772,P106,Q488205
Q235772,P106,Q177220
Q235772,P19,Q84
Q235772,P27,Q145
Q235772,P412,Q30903
Q235772,P136,Q37073
Q235772,P101,Q11895763
Q235772,P1340,Q17122705
Q235772,P1303,Q17172850
Q235772,P1343,Q67311526
Q235772,P1412,Q1860
Q2715122,P106,Q13474373
Q2715122,P106,Q19204627
Q2715122,P27,Q30
Q2715122,P641,Q41323
Q2715122,P166,Q36001
Q431248,P27,Q30
Q431248,P106,Q19204627
Q431248,P641,Q41323
Q431248,P413,Q622747
Q431248,P1412,Q1860
Q36101,P1343,Q2041543
Q36101,P1343,Q19180675
Q36101,P1343,Q602358
Q36101,P1343,Q20078554
Q36101,P1343,Q19085957
Q36101,P1343,Q867541
Q36101,P1343,Q19047539
Q36101,P183,Q408
Q24809702,P641,Q41323
Q24809702,P172,Q49085
Q24809702,P27,Q30
Q24809702,P106,Q19204627
Q111907282,P495,Q30
Q111907282,P58,Q205707
Q111907282,P437,Q723685
Q111907282,P136,Q645928
Q111907282,P136,Q130232
Q111907282,P57,Q205707
Q111907282,P364,Q1860
Q111907282,P161,Q205707
Q111907282,P162,Q8877
Q111907282,P750,Q907311
Q111907282,P915,Q65
Q111907282,P915,Q60
Q1354960,P27,Q79
Q1354960,P641,Q2736
Q1354960,P413,Q280658
Q1354960,P106,Q937857
Q1354960,P118,Q9448
Q1354960,P1412,Q13955
Q1354960,P1412,Q1860
Q1354960,P1532,Q79
Q1354960,P103,Q13955
Q29561472,P106,Q177220
Q29561472,P106,Q55960555
Q29561472,P106,Q36834
Q29561472,P264,Q4413456
Q29561472,P264,Q165745
Q29561472,P1303,Q17172850
Q29561472,P136,Q83440
Q29561472,P27,Q30
Q29561472,P1412,Q1860
Q1418168,P17,Q30
Q1418168,P2922,Q108
Q11668,P106,Q82955
Q11668,P106,Q193391
Q11668,P106,Q43845
Q11668,P27,Q30
Q11668,P102,Q29468
Q11668,P1412,Q1860
Q11668,P937,Q60
Q108106738,P106,Q177220
Q1133638,P17,Q30
Q85847274,P136,Q188473
Q85847274,P136,Q959790
Q85847274,P136,Q130232
Q85847274,P495,Q30
Q85847274,P364,Q1860
Q85847274,P364,Q1321
Q85847274,P1552,Q27847754
Q85847274,P1552,Q27834579
Q85847274,P462,Q22006653
Q85847274,P915,Q99
Q7613847,P106,Q19204627
Q7613847,P27,Q30
Q7613847,P413,Q622747
Q7613847,P641,Q41323
Q2388576,P106,Q33999
Q2388576,P106,Q2526255
Q2388576,P106,Q28389
Q2388576,P106,Q3455803
Q2388576,P106,Q1053574
Q2388576,P106,Q10800557
Q2388576,P106,Q3282637
Q2388576,P106,Q245068
Q2388576,P106,Q2405480
Q2388576,P27,Q664
Q2388576,P1411,Q107258
Q2388576,P1411,Q102427
Q2388576,P1412,Q1860
Q2388576,P166,Q107258
Q2388576,P166,Q604370
Q2388576,P7763,Q73555012
Q2388576,P551,Q65
Q2388576,P463,Q8038459
Q2388576,P101,Q115160932
Q2388576,P101,Q932586
Q117210104,P495,Q30
Q117210104,P136,Q200092
Q117210104,P364,Q1860
Q117210104,P750,Q1005887
Q117210104,P1552,Q27847754
Q117210104,P1552,Q27834579
Q117210104,P462,Q22006653
Q114818951,P136,Q2484376
Q114818951,P136,Q188473
Q114818951,P136,Q959790
Q114818951,P136,Q130232
Q114818951,P495,Q30
Q114818951,P364,Q1860
Q114818951,P462,Q22006653
Q114818951,P272,Q186941
Q114818951,P915,Q220
Q114818951,P1552,Q27834579
Q96377121,P136,Q52207399
Q96377121,P136,Q130232
Q96377121,P136,Q188473
Q96377121,P136,Q319221
Q96377121,P495,Q30
Q96377121,P364,Q1860
Q96377121,P750,Q1005887
Q96377121,P462,Q22006653
Q96377121,P915,Q64
Q96377121,P5021,Q4165246
Q131814,P103,Q1860
Q131814,P106,Q177220
Q131814,P106,Q5716684
Q131814,P106,Q18814623
Q131814,P106,Q753110
Q131814,P106,Q55960555
Q131814,P106,Q33999
Q131814,P106,Q2490358
Q131814,P106,Q639669
Q131814,P27,Q30
Q131814,P27,Q39
Q131814,P1412,Q188
Q131814,P1412,Q1860
Q131814,P412,Q37137
Q131814,P136,Q11399
Q131814,P136,Q131272
Q131814,P136,Q37073
Q131814,P136,Q83440
Q131814,P136,Q7749
Q131814,P136,Q45981
Q131814,P136,Q164444
Q131814,P172,Q49085
Q131814,P264,Q193023
Q131814,P264,Q208909
Q131814,P166,Q1738793
Q131814,P166,Q17985761
Q131814,P166,Q13452528
Q131814,P166,Q179191
Q131814,P166,Q843219
Q131814,P166,Q935283
Q131814,P166,Q904528
Q131814,P166,Q81180
